index,Dominant_Topic,Percent_Contribution,Important_Keywords,Mission
52,0.0,0.9916999936103821,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","common weal community arts inc. is a charitable community arts organization founded in 1993 with rachael van fossen as artistic director.  its mandate is to engage artists collaboratively with communities to promote social change and cultural identity.  common weal works with many different communities throughout saskatchewan and does not maintain a studio space on a regular basis.  offices are based in regina and prince albert. the participants of programs often come from marginalized communities.  common weal helps to give them a voice through artistic practices. common weal impacts communities who are under-served or who do not presently access mainstream arts programming and works towards changing the lives of the people involved in a positive way.  it has developed great community partnerships throughout the province of saskatchewan. common weal will continue to fulfill its mandate by facilitating programs and projects that will make a positive impact in communities throughout saskatchewan. the artistic directors from both offices engage with and respond to communities to develop and present artistic/creative community arts projects.  programs are usually offered at no charge to the participants.  the projects often conclude with a public presentation that helps to create awareness of the program and the communities involved.



""hello in there / hello out there"" is an interactive art project engaging senior citizens, most of whom live in permanent care facilities, through artist-led workshops. participants are invited to share their personal narratives, life stories, and memories, and are then assisted in making a selected story or memory accessible to others through the creation of an assemblage or diorama memory box, using miniatures, images, photographs, and other ephemera arranged inside of decorated cigar boxes and other small wooden boxes. in addition, each participant is given the opportunity to tell their story in their own voice in an audio recording. the project will culminate in a province-wide touring exhibition of the memory boxes, each one paired with an audio recording of the artist common weal has three full-time permanent staff. depending on budgets, they often hire two part-time staff, and will contract with approximately 25 artists per year depending on the projects undertaken.  approximately 20 volunteers are involved on a yearly basis. they work with people of all ages, with an average number of participants in all programs of 800 per year.



additional contact: gerry ruecker,  common weal (southern office)"
53,6.0,0.9448999762535095,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","cacv creates community through the arts. cacv is the voice for the community arts in vancouver. we explore critical social issues through creative processes. cacv fosters and supports programs, practices and initiatives that develop common understanding through shared experiences. dialogues, eco arts salons, community partnerships"
54,0.0,0.7738000154495239,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the community arts guild makes art of all sorts with people in east scarborough: connecting people separated from each other because of distance, language, income, age, culture or ability; inviting everyone, including those who may not normally have the opportunity to participate; celebrating and discovering the traditions we all bring along; and building community through art-making. we work in partnership with local residents and other organizations in the neighbourhood to: 

- research, develop, create and produce art projects.

- design art activities and projects that respond to the requests and interests of collaborating community members, artists, and partners.

 - share skills and develop arts practice amongst artists and community members through workshops, events, performances and celebrations.

 - make our art activities accessible by removing barriers to participation: providing activities free of cost, taking art activities into different locations, or helping with food, translation, transportation or childcare.

- participate in training and mentorship opportunities and offer placements for learners in the arts and community building.

- build and contribute to opportunities for people to come together through artmaking within our neighbourhood and beyond.



our artwork is often performance-based, and we collaborate across disciplines and traditions, particularly exploring intersections of performance and design. we draw on theatre, puppetry, projection and shadow play, installation art (both indoors and out), playwriting, song writing, sound experimentation, culinary and textile arts, and film."
55,2.0,0.9384999871253967,"commun, art, artist, program, creativ, studio, children, provid, member, particip","we would like to build a happier city by connecting the public to local artists at events that are accessible and inviting. open mic events for all creative disciplines, levels, and ages. everyone is welcome to bring their art and share at ccjam events."
56,2.0,0.5582000017166138,"commun, art, artist, program, creativ, studio, children, provid, member, particip","we believe that the individual is the expert on personal experience. we also believe that the individual has the right to express that experience, whether through sound, movement or art making. through free programs like community art, these individuals can discover their personal creative potential and move toward optimal mental health. this program welcomes everyone in the community to share some creative space, regardless of age, ability or personal belief system. there are a wide variety of art materials available that are free for community members to use as they see fit. because this program comes from a person-centered orientation, the individual can choose whether or not to make art, and the form in which he chooses to express himself (music, art, poetry...)we have been facilitating this program for 5 years and we would be happy to assist new community arts initiatives with support and advice. volunteers would be welcome to help support this venture."
57,0.0,0.6747999787330627,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","the creative city centre provides affordable spaces and opportunities for artists and social entrepreneurs to develop and share their work, collaboratively strengthening a vibrant, inclusive and sustainable creative community in regina. word up poetry slam

pop up downtown (visual art)

behind the songs concert series

liquid art (visual art mentorship project)"
58,5.0,0.9768000245094299,"art, program, commun, school, artist, disabl, organ, youth, engag, public","""advancing the creative power in artists with disabilities""

to provide a public art gallery/studio/information centre dedicated to universal access in arts and disabilities. art studio for members tues  status (continued):  art and disabilities, art gallery/studio, resource and information/ gift shop/integration of artists with disabilities into the mainstream visual arts community. permanent collection: art brut, outsider art, art by artists with disabilites, hanni sager mexican folk toy collection, cynthia kemerer collection of tombs and traditions from ethiopia, art from huronia regional centre. 



creative spirit festivals  occur every 4-5 years. creative spirit conferences happen at 4-5 year intervals. 

creative spirit art centre is wheelchair accessible."
59,2.0,0.9625999927520752,"commun, art, artist, program, creativ, studio, children, provid, member, particip","the vision of creative village studio is to provide a supportive space for artists with varying abilities in order to enrich lives through creative expression. individuals can display and sell their works at the creative village storefront. we offer an array of sales items from cards, sculpture, photographs and paintings to hand made seasonal crafts. creative village studio participates in gallery showings, conferences, outdoor markets, festivals, competitions and outreach education."
60,6.0,0.7674999833106995,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","our mission is to provide a fully-equipped,  safe and accepting community creative works studio is part of the inner city health program of st. michael"
61,1.0,0.9837999939918518,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","the dakhka khwaan dancers work to bring opportunity of cultural revitalization and social transformation within our communities by reclaiming our languages, traditional values through the traditional art form of song, drumming, dance, storytelling. we strive to present our culture with the outmost respect to cultural protocol and with the highest form of artistic integrity. our structure: dakhka khwaan development circle operates as a non-for profit organization, under the yukon society act. the structure consists of a board of directors: president, secretary and treasure with a membership, the board and membership are comprised of dance group members, key members of the community and our elders.

decisions and direction of the group are made as a group in the talking circle process through visioning and strategic planning. we strive to make decisions through consensus, if this is not possible then we will go to a vote.

our history: originating in 2007, young aboriginal professionals of the tagish tlingit first nations formulated a small dance/ theatre group, previously known as first peoples performances, driven by the desire to provide a space to learn and understand their customs, practices and history while working to raise the public"
62,1.0,0.9825000166893005,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","company background

the dancers of damelahamid of the gitxsan nation is founded upon over four decades of extensive work of song restoration, upholding the ancient cultural wealth of their family the coastal first nations dance festival

the dancers of damelahamid produce the annual coastal first nations dance festival in partnership with the ubc museum of anthropology in vancouver. the festival is a celebration of the stories, songs and dances of the indigenous peoples of the northwest coast of north america. the festival presents the rich cultural traditions practiced by dance groups from british columbia, the yukon, alaska and washington state as well as guest international artists and demonstrates that these traditions are very much alive, vibrant and relevant today.



the dancers of damelahamid have had the honour to present dance groups from the following first nations: musqueam, squamish, tsleil-waututh, kwakwakawakw, gitxsan, tsimshian, nisga'a, haida, tagish and tlingit nations. guest artists from across canada, as well as international groups from new zealand & australia, have been invited to share their traditions, allowing the coastal first nations dance festival to connect with a global community of indigenous dance."
63,0.0,0.6991000175476074,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to provide an accessible, beneficial  and artistic intervention for those living with pd. dwp offers weekly classes and also engages in artistic collaborations and partnerships for performance and intergenerational workshops throughout the year."
64,0.0,0.7102000117301941,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","1. maintain and operate arts education programs for at-risk children that complement the education system and build confidence, courage and leadership

2. promote canada darearts first roots program description: the first roots program is based on traditional teachings of courage, respect, truth, love, humility, wisdom, honesty, discipline, action, responsibility, and excellence, helping aboriginal youth build their confidence, courage and leadership skills while reconnecting with their heritage. collaborating with artists, traditional teachers and elders, the youth create a storytelling presentation for their community as a finale to intensive week-long workshops in several arts. in circle discussions, they build mutual trust, honesty and respect among their group. the entire community participates as audience for their presentation and celebrates the youth workshops are taught in english, incorporating first nations language and culture into song-writing and performance in the nee-tum-ochee-bek (first roots) program.



darearts serves children and youth across canada of many ethnicities, aged 9 and up, who are challenged by difficult life circumstances which limit their potential. darearts' first roots program brings arts resources to isolated first nations reserves, working with community elders, artists and traditional teachers.



darearts' head office is located in rural ontario near the gta; however, programs are deeply rooted in each participating community, working in partnership with local schools, band councils, artists and arts organizations.

our first roots program began in the northern ontario fly-in reserve of webequie in 2007. it has expanded to nearby marten falls (ogoki post), sioux lookout, british columbia, and to indian brook first nations, nova scotia, and is continuing to expand to other isolated communities upon request and funding availability."
65,4.0,0.4465999901294708,"aborigin, art, urban, youth, commun, artist, program, focu, cultur, live",to foster self expression through the arts through collaborative and developmental engagement with professional established artists in reserve and off reserve communities throughout the north.
66,0.0,0.993399977684021,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","gallery mandate: incorporated in 1988 and working at the dynamic edge, defsup is an artist run centre that operates as a distinct alternative to public art galleries, museums, and commercial art galleries. our mandate goes beyond presenting visual art exhibitions, and extends into multi-disciplinary activities such as artist workshops and lectures, artists film/video screenings, youth art education, media arts installations, off site public art works, performance art, experimental sound/audio, music and literary events. the gallery presents up to 50+ exhibitions, events and activities, supporting as many as 750+ multi-disciplinary artists with a viewing and participating audience of 20,000 per year.





die active mandate: ongoing throughout the year, this project is aimed at mentoring and supporting future young artists while creating a unique and contemporary alternative publication. die active is a youth collective of artists ranging from ages fourteen to thirty. with a membership of close to three hundred, its purpose is to mentor young artists on the artist-run model of working as a collective by encouraging them to bring a series of practical, collective projects into fruition. the die active members become future gallery members, volunteers, and artists who exhibit with us and other galleries. they are also the individuals with the skills and leadership to develop their own arts and culture projects that help to enrich the city to increase the visibility of new and young artists in thunder bay, and secondly, to foster creativity and collaboration which strengthens community and encourages sustainable practices and alternative models for working. we promote the sharing of ideas, skills, and resources through the celebration of art, craft, education, and performance. the collective networks artists with each other, offering mentorship, exhibition opportunities and special projects. it in turn creates a hub of new and diverse local talent. the workshop element of the collective ensures that artists are fed creatively; new methods of art making are exchanged as well as artistic development encouraged and celebrated. definitely superior offers a space for youth to meet and become acquainted with each other, the art community, and artistic opportunities and resources. it exposes them to regional, national and international artists, to exhibition opportunities, to alternative models of working and provides tools for artists and project experimentation. we are a multi-disciplinary gallery presenting contemporary visual arts exhibitions, media arts, theatre, dance & music. the die active art collective focuses on delivering art workshops, mentorship and art creation to emerging artists in the region.


http://definitelysuperior.tumblr.com/


http://vimeo.com/user5321009/videos"
67,0.0,0.7142999768257141,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","digital creator north spaces encourage youth and emerging artists to explore digital technologies at six partnering locations with a focus on creating positive change through technology and creativity. these spaces are designed to be located in easy to access public spaces  these spaces inspire creative experimentation, peer networking/collaboration, civic engagement, and hands-on learning using various media arts disciplines.  participants can practice video production, audio recording, graphic design, and coding/programming among other periphery disciplines. these teen to young adult learning spaces or "
68,5.0,0.5913000106811523,"art, program, commun, school, artist, disabl, organ, youth, engag, public","north york community house is a non-profit organization that works to empower people to create and share their own digital stories as a strategy for personal and community transformation.  we work with communities to use digital storytelling as a tool for engagement and mobilization efforts, for educating and raising awareness about urgent social issues, to work for policy change, assess community needs, conduct research and evaluate programs. nych offers digital storytelling opportunities to community organizations, schools, health care centres, and other groups through customized digital storytelling workshops.  we collaborate to make a program that meets the needs of your community.  our mobile media lab enables us to work with you in your own community.  nych offers digital storytelling opportunities to the general public three to four times a year.  



in a digital story workshop, participants start with no media equipment in the room- instead we have a story circle where each person has a chance to share their story, receive feedback, and listen to each other.  then, each person learns to craft and record their own first-person story, collect still images, video, and sound, and is guided through computer tutorials that enable them, with teacher support, to edit their own story. our workshops offer a safe, supportive environment in which participants with little to no prior video-making experience can make their own 2-5 minute video.  based on the model developed by the center for digital storytelling in berkley, california, north york community house is part of an international movement of people using digital storytelling to empower individuals and communities who are working towards a more just and equitable worlds. north york community house predominantly serves newcomers, but works with all residents in north york. digital storytelling serves any communities, locally, provincially, nationally"
69,2.0,0.9733999967575073,"commun, art, artist, program, creativ, studio, children, provid, member, particip","we are community partners in creating opportunities for people of all ages to dream, to achieve and to live full and rewarding lives. our programs and services promote healthy and independent living. dixon hall music school offers subsidized music lessons and subsidized instrument rentals to children and youth from low-income families.



our seniors health & wellness program engages seniors in the community in different classes and outings to keep their minds and bodies active and healthy. these include a choir, craft making, knitting and dance classes. 

our mandarin outreach program includes chinese cultural events and outings, workshops and chinese dance classes."
70,0.0,0.6917999982833862,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","we are a not-for-profit organisation that aims to:

1) create and present story-based art such as films, musicals, websites, songs, and games to raise awareness of social justice issues.

2) amplify the voices of marginalised communities by supporting collaborations between community members and professional artists.

3) support diversity in the arts industry

4) provide arts mentorship to the community we run workshops and mentor communities to help them tell their stories through the arts, with a focus on musical theatre and film.



we help create performances and presentations."
71,6.0,0.9478999972343445,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","east end arts is a community arts organization that promotes the arts at the local level, making them part of the daily fabric of community living. services may include marketing, promotion, information services, networking, professional development, programming, and provision of administrative support."
72,0.0,0.8414000272750854,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","st. clair west services for seniors will proactively provide valuable, innovative, and caring support services for individuals who want to maintain their quality of life while living in their own homes. we will ensure that agency services are accessible to all regardless of economic status, linguistic needs, or ethnic origins, and operate such services where possible by volunteer labour. eglinton hill centre has an ever-expanding range of programs and activities (suited to various levels and abilities) including exercise, dance, crafts and computers, among others.

we also offer health and wellness programs through workshops, clinics and forums to promote good nutrition, physical, social and mental well-being as well as the health of the community.

and there"
73,0.0,0.44920000433921814,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","mission statement - to provide a critical foundation for the quality of life and to work together to help promote the physical, mental, spiritual and social well being of people who live and work in the community through sport, leisure, recreation and cultural initiatives. we organize community events such as: mini powwow, gatherings, parade, elsipogtog veterans day and our community powwow. we run special events through the year for youth such as march break events, easter egg hunts, summer camps, mother"
74,0.0,0.6980999708175659,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","fairy tales presentation society is a not-for-profit, charitable organization located in calgary, alberta, canada. we celebrate local and national queer artists and share diverse stories based in film. our artistic endeavours strive to provide a safe and respectful venue for members of all communities to celebrate queer culture across the lgbttqa spectrum, as well as including those who subscribe to culturally, politically, artistically, and otherwise alternative and innovative ways of contributing to society. we see queer as a vista, a way of looking at the world differently- with an eye towards diversity, criticality and inclusion.

fairy tales adds a dynamic flare to calgary's cultural offerings while improving upon the city's national and international reputation as an accepting destination, having a positive impact on residents of calgary and on tourism. the fairy tales presentation society is best known for our annual fairy tales queer film festival, celebrating films made by and/or about the lgbttqa and queer communities. since 1999, the festival has attracted over 14,000 patrons. we present over 25 entertaining and thought provoking films of all genres that otherwise may not be presented in calgary. our innovative programming ensures that film leaps from the screen to the lived experience, through panels, q&as; and other related events. we show local, national and international work with opportunities for filmmakers, audiences and emerging audiences to engage, network and grow.



fairy tales also delivers the year-round outreels diversity education program. outreels provides diversity education to the communities around calgary by using filmmaking and other art forms as educational vehicles. screenings have included: miscellaneous youth group, queers on campus, alliance to end violence, calgary public library (fish creek, central and louise reily branches), hillhurst united church, and st. stephen's anglican church. outreels features films that generate conversations on topics such as bullying, the intersection between religion and sexuality, queer history and the global struggle for human rights worldwide.



in 2011, fairy tales also launched two new programs: q the arts, and the youth queer media program (yqmp). the yqmp mentors youth in creating a first film, video or animation addressing issues faced by queer youth today. each year, yqmp work is elegible to be selected as part of the yqmp screening gala, held as part of the annual fairy tales queer film festival anually. q the arts began as an annual festival event at the arrata centre in march 2011, showcasing queer artists through performance, music, spoken word, and visual arts. the program has developed into our community partnership program, where we join forces with other organizations throughout the year to present exciting cinematic and queer focused events."
75,3.0,0.9114000201225281,"art, commun, space, stori, cultur, creativ, share, peopl, togeth, creat","the firelight lantern festival aims to engage, delight and inspire the people of prince edward county in an inclusive celebration of the arts. we aim to remove barriers to arts participation through our pay-what-you can policy for all of our workshops and the festival itself."
76,1.0,0.5788999795913696,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop",the mandate of the first peoples the first peoples mission statement: the first peoples
77,0.0,0.8798999786376953,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","a dynamic arts-based charity that empowers youth to utilize their creativity and resilience through workshops and projects that facilitate lifelong learning and skills development. now in its seventh year, ftlol has established a track record of success through a non-traditional program that enhances creativity and communication skills and works across a variety of media. this approach encourages and engages youth who have lost faith or interest in traditional or conventional approaches. the organization works at street level to engage youth and evaluate their needs. the training and experience of its staff allow an ambitious schedule of projects to be completed, while the ftlol system permits enough flexibility to adapt to the interests and needs of its youth clientele. free, full time programming is offered to youth at our drop-in center on cookstown road in st. john's. developed in consultation with experts in the fields of art, education, psychology and social work, as well as our youth participants, ftlol's program has created a safe and productive learning environment with an overall spirit of fun, expression and accomplishment. some accomplishments include six anthologies of creative writing, art and photography, five issues of a cross-provincial youth newspaper, four original films, eight original theatrical productions, a cross-provincial tour, a cd of music and spoken word, seven original lines of newfoundland and labrador themed holiday cards, an expenses-paid career and academic shadow week for a young high school student, three art exhibits featuring work of young artists and three free conferences offering career advice to aspiring young artists."
78,5.0,0.9294000267982483,"art, program, commun, school, artist, disabl, organ, youth, engag, public","foxy/smash use the arts to enhance the education, health, and well-being of northern and indigenous youth producing digital stories and other art about the social determinants of health, on the land arts-based peer leader retreats"
79,0.0,0.49140000343322754,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","fred victor's mission is to provide responsive, accessible and innovative housing and services for people who are experiencing homelessness and poverty, and to advocate for a more equitable society. the fred victor arts program is committed to providing opportunities for learning, developing skills and expressing creativity in a group setting. through the collective power of people coming together to create, allows the fred victor community to express themselves in order to effect personal and social transformation. the fred victor arts program provides:

-art programming in visual arts: painting, collage, mixed media and digital photography.

-opportunities to display and sell artwork at our annual art exhibitions."
80,2.0,0.5184000134468079,"commun, art, artist, program, creativ, studio, children, provid, member, particip","full circle speaks of many images talking stick festival, ensemble training program, creation and development of new works, community development and outreach"
81,0.0,0.7670000195503235,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","following the principles of creative aging, our mandate is to:

- use theatre to have fun and entertain

- produce original plays that have meaning for us and our audiences

- challenge stereotypes of aging

- develop our creative and expressive skills

- build a theatre community that crosses ethnic, cultural, economic, age and other social barriers geriactors theatre ltd. has two main areas of activity: the performance company, geriactors & friends (g&f), and its outreach programs. 



in the performance company, the 'geriactors' are seniors from sage and the 'friends' are students and alumni from the university of alberta. using a playful approach to theatre and elegant coffee breaks, we produce original plays based on our stories and issues facing seniors. working intergenerationally we generate new energy, brilliant ideas and lasting friendships. our plays focus on aging rather than age, and celebrate our commonalities. 



in our outreach programs, which we offer throughout the greater edmonton area, our mission is to involve seniors from all cultural and socio-economic backgrounds in a wide range of theatrical activities including workshops in performance storytelling, dance, and acting. read about what's happening at geriactors on our blog: http://geriactorsfriends.wordpress.com

follow us on vimeo: http://vimeo.com/geriactors"
82,1.0,0.5485000014305115,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","mission:


educating, inspiring and empowering young people through indigenous ways of knowing, with respect and honour for the natural world, for themselves and for all people.





vision:


a strong healthy community where all cultures respect each other. new moon "
83,0.0,0.9822999835014343,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","graffiti art programming inc. is a not for profit community youth art center dedicated to the creation of a safe and accepting environment for the development of all forms of artistic expression, using art as a tool for community development, social change, and individual growth. st.art project 

the st.art project addresses the need for accessible education based art programming in winnipeg commercial division 

graffiti art programming inc. artists provide a high quality and professional art service for commercial businesses, community centers, schools and homeowners throughout the community. 

graffiti art programming inc. believes in supporting local and emerging artists in generating income though the arts and provides the artist that opportunity when contributing in a community project. our commercial director will help with some or all stages of the process, including locating artists, negotiating a contract or letter of agreement, and managing the process to final completion. 

 

our skilled and qualified commercial artists excel in these areas: 

-commissioned murals 

-original artwork "
84,6.0,0.9704999923706055,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","established in 1991 in calgary, alberta, canada, green fools theatre is a non-profit, charitable society that creates, performs, and teaches physical theatre arts focusing on masks, puppets, and stilts for diverse audiences locally and internationally. social circus camp program


since 2002, green fools theatre provides social circus camps and ongoing programs in inner city and rural communities and schools across the country and internationally every year. communities we have been part of include: chetwynd, dawson creek, fort st. john, inuvik nwt, calgary children https://www.youtube.com/watch?v=oxlpcby4os8

https://www.youtube.com/watch?v=afplnvgxrui"
85,0.0,0.992900013923645,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","our mission

founded in 2014 by matt white and carin lowerison, green light arts is a not-for-profit theatre company based in waterloo region. our mission is to create and produce entertaining, challenging, and unique theatre experiences that engage and inspire audiences to make the world a better place. we strive to cultivate a relevant artistic voice in contemporary society and use theatre as the beginning of a conversation to encourage audiences towards positive social change.



our goals

to present well-crafted, bold, challenging plays from canada and around the world;

to uphold the professional theatre industry through rigorous practice and high-calibre work;

to make theatre accessible to all, regardless of ability or socio-economic status;

to celebrate and reflect diversity and inclusion in our work of different cultures, genders, ages, abilities, sexual orientations, education, class and beliefs;

to use theatre as means of encouraging collaboration, enhancing confidence and emboldening imagination through enriching educational programs for youth; our programming model includes presenting, producing plays, and developing new work. to date, we have produced 15 theatrical projects, including 7 original projects, a play commission, 2 canadian premieres, a theatre series, 4 presentations of previously produced projects, and a benefit performance.



our current arts education programs include: 

1. pd day play-in-a-day program (ages 6 to 13) - a full day of free theatre and play-building taking place in various neighbourhoods on each of the professional development days of the waterloo region district school board calendar year. 

2. the neighbourhood project (ages 14 to 18) - a free after-school program working with youth in under-served communities to develop a play about their neighbourhood; and

3. student matinees and workshops in high schools.



our outreach and community engagement framework is called fuel. through fuel we offer free public ancillary events and activities to stimulate community discussion around societal themes that are explored in our current theatrical projects.



fuel events are curated for positive community impact and inclusion and feature field experts including artists, psychologists, social workers, scientists, philosophers, and community leaders. fuel events include workshops, lectures, exhibitions, podcasts, and gatherings. we work often and closely with community partners and aim to be receptive to the causes that community partners are already furthering and ask how we can augment their work through theatre. green light arts is an affiliate member of the professional association of canadian theatres(pact)."
86,6.0,0.970300018787384,"commun, art, creativ, women, workshop, write, program, experi, creat, provid","green wood coalition is a radically inclusive, street-level organization that uses a community model of caring to walk alongside people who are hungry, homeless and hurting in port hope, ontario the green wood art hive, led by experienced art facilitators, is considered the most successful of our initiatives in creating positive change in the lives of individuals. there is a growing body of research that demonstrates the value of expressive and therapeutic art programs in recovery from trauma. our creative arts sessions offer a regular gathering place in a safe environment to explore life experiences through making art with others."
87,0.0,0.9282000064849854,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","grunt is an artist-run centre founded in 1984 in vancouver, bc, with a vision to be an international renowned artist-run centre furthering contemporary art practice. through the exploration of our diverse canadian cultural identity we offer innovative public programming in exhibitions, performances, artist talks, publications and special projects. our mandate is to inspire public dialogue by creating an environment conducive to the emergence of innovative, collaborative, and provocative canadian contemporary art. in existence since 1984, grunt gallery continues to push boundaries, take risks and inspire public dialogue through contemporary art programming. grunt gallery works to be an inclusive organization by offering programming by artists representing diverse communities and voices; maintaining a physically accessible facility space; and, reaching out to various communities with their urban environment and internationally. youtube: youtube.com/gruntgallery1<br />


grunt photo archive: http://www.flickr.com/photos/gruntgallery/collections/72157624463670537/, beat nation site: http://beatnation.org/, beat nation @ vancouver art gallery: http://www.vanartgallery.bc.ca/the_exhibitions/exhibit_beat_nation.html, <br />


beat nation performances: http://mundomundo.com/"
88,5.0,0.548799991607666,"art, program, commun, school, artist, disabl, organ, youth, engag, public","h'art centre is a non-profit, charitable organization that provides people with disabilities and those facing barriers with opportunities to create and experience the arts. h'art school - our core program helps adults with an developmental disability reach their highest potential through education and the arts. the box - a fully accessible and affordable performing arts space for individuals, groups and organizations experiencing exclusion from the arts. able artist - an ongoing series of talks, workshops and performances by professional artists with disabilities and leaders in the inclusive arts field.



haap! is h'art centre"
89,2.0,0.5885999798774719,"commun, art, artist, program, creativ, studio, children, provid, member, particip","to provide opportunities for residents to organize, participate in and be exposed to community art projects, enhancing community connection, resilience, creativity, and beautification. placemaking program "
90,5.0,0.919700026512146,"art, program, commun, school, artist, disabl, organ, youth, engag, public","hamilton youth poets (hyp) was created in 2012 to give our community's youth the opportunity to develop their creative skills and have their voices heard. hyp has grown steadily and evolved into an arts organization that engages hamilton youth in creating counter-narratives, narratives that reimagine the self, one another, and the world we inhabit. our mission is to galvanize civically-engaged and culturally-literate citizens; deliver tools for young people to craft and share stories; invigorate educational spaces; and create pathways for emerging artists. our organization and programs are youth-led and aim to cultivate artistic voice, develop critical thinkers, and empower youth to be civically engaged in the context of a critical, public pedagogy transcending cultural and socio-economic differences. for the last three years, hamilton youth poets has worked within the hamilton-wentworth public and catholic school boards, universities, and community organizations creating brave spaces where youth can congregate and express themselves through the writing and performance of hip hop and spoken word poetry.what we can offer: due to the multi-faceted nature of our programming, if any participants engaged in your initiative are interested in poetry and hip-hop or working alongside that field, we can provide unique volunteer opportunities with the flexibility to carve out a specific role. we also invite the possibility of programming collaboration. every year, we host an annual youth hip-hop poetry festival louder than a bomb canada (ltabc) where slam teams are created through artist residencies in secondary and middle schools and congregate for competition in may; we are planning to expand this opportunity to community centers and are more than happy in supporting the development at your center.



we are always looking for support in audience development, publicity, and outreach, to maximize and expand our organizational breadth and impact. hyp currently offers youth-led in-school residency programming to secondary schools and middle schools in the greater hamilton area through a curriculum-approved workshop series appropriate for elementary age to university students. 

our monthly poetry slams happen every 4th sunday of the month from june - april at the spice factory, 121 hughson st n. entry is $5 for audiences and performers and there is both an open mic component and competitive opportunity in the conventional format of a poetry slam (standard rules apply.)



our saturday spitfire writers' series, free community workshops offered at 126 james st n every saturday, just wrapped up its twelve-week season. we will be offering these workshops again in the fall - hamilton beat is an exploration of verse journalism, investigative poetry, and poetry for social change, with new assignments each week; check the method is an exploration of different mediums of poetry and the multi-faceted face of the ""slam"" poem, new work produced each week; emcee wreckshop is an emceeing and beat making ""hip-hop university"" workshop series with included recording and production time of an original song for each participant. further details on the next launch of these programs can be found on our website and social media once that information is available. https://www.instagram.com/hamiltonyouthpoets/"
91,5.0,0.9860000014305115,"art, program, commun, school, artist, disabl, organ, youth, engag, public","harcourt house art centre is a destination for contemporary visual art. we are a centre of excellence that has active participation, provides targeted programming and is sustainable. harcourt house has 38 studios that we rent to artists at a very reasonable rate. about 1/3 what a similar space would go for in the same area. 

we also have two gallery spaces that change over ten times a year. this attracts artists from all over the world. 

we have an extensive art education program which includes short term classes and workshops but also year round drop in sessions. three times a week we have life drawing sessions that we charge $10 per session (discount for members). once a week we have the same sort of thing for sculptors. capital health has drop in classes once a week ($2.50) where various art programs taught and on fridays we have our adult art enrichment program which is totally free to anyone who wishes to attend. 

in the summer we run four one week summer camps. three for children and one week for teens. usually, but not always the executive director tries to find one talented youth who does not have the funds needed and donates the fee and the supplies needed. if the executive directors fund is not used for the summer camps it might be used later in the year for various other art classes. 

harcourt house who"
92,0.0,0.7627000212669373,"art, commun, youth, artist, program, work, provid, develop, perform, peopl","to help people helping themselves, to give voice to their concerns, including raising awareness of issue of abuse and neglect, peer support training, public presentations/education. hats method originated from theatre of the oppressed, by brazilian theatre director augusto boal in the 1950's. boal's technique was inspired by paulo freire's work and participatory theatre as a tool to overcome oppression."
93,1.0,0.8370000123977661,"commun, art, nation, cultur, indigen, danc, work, artist, first, workshop","harc works towards experiential learning for medical students by:

advancing new strategies anchored in creative arts & social determinants of health that produce innovative ways of addressing health inequities,

developing these new strategies based on the strengths & resiliencies of northern & first nations communities,

using creative arts to increase interest in, sustain & support multi-disciplinary and cross-community collaborations for addressing health & well-being issues. art days evolved through intentional relationship with the nak"
